user_id,day,typing_speed,key_press_duration,correction_rate,screen_time,night_usage,unlock_count,movement_intensity,acceleration_variance,task_accuracy,task_completion_time,speed_variance,risk_stage
user_0162,0,61.13,116.6,4.0,3.13,0.11,39,0.99,0.0916,96.91,18.03,0.1136,0
user_0162,1,61.19,116.61,4.04,3.14,0.13,40,1.01,0.0932,96.99,18.01,0.1105,0
user_0162,2,61.27,116.26,4.07,3.12,0.12,40,0.99,0.0923,96.91,17.99,0.1135,0
user_0162,3,61.02,116.18,3.98,3.16,0.11,40,1.01,0.0944,96.79,17.89,0.112,0
user_0162,4,61.1,116.31,3.97,3.12,0.13,39,1.0,0.0941,96.85,17.86,0.1128,0
user_0162,5,60.89,116.25,3.9,3.11,0.12,40,1.01,0.0894,96.87,17.84,0.1117,0
user_0162,6,61.13,115.96,4.17,3.11,0.11,39,1.01,0.09,97.05,18.01,0.1102,0
user_0162,7,61.01,116.29,3.93,3.08,0.12,40,1.0,0.0926,96.9,18.03,0.1108,0
user_0162,8,61.31,116.62,3.9,3.14,0.12,39,1.01,0.0903,97.06,17.83,0.1118,0
user_0162,9,60.9,116.09,3.89,3.12,0.13,39,1.0,0.0899,97.13,17.99,0.1103,0
user_0162,10,61.13,116.89,3.93,3.11,0.11,39,1.0,0.0919,96.84,18.16,0.1126,0
user_0162,11,61.06,116.53,4.04,3.14,0.13,40,1.0,0.0947,96.89,17.99,0.1115,0
user_0162,12,60.99,116.41,4.0,3.14,0.11,39,1.01,0.0916,96.86,18.18,0.113,0
user_0162,13,61.29,116.12,3.91,3.15,0.13,40,1.0,0.0934,97.02,18.13,0.1114,0
user_0162,14,53.16,136.28,8.61,4.61,1.01,58,0.85,0.2105,89.27,22.86,0.2123,1
user_0162,15,53.31,136.39,8.53,4.66,1.02,58,0.85,0.2129,89.36,22.89,0.2119,1
user_0162,16,53.19,136.35,8.39,4.6,1.01,58,0.85,0.2147,89.46,23.1,0.2113,1
user_0162,17,53.21,136.38,8.51,4.65,1.04,58,0.85,0.2104,89.48,22.9,0.2121,1
user_0162,18,53.05,136.09,8.53,4.6,1.02,57,0.85,0.2145,89.59,22.94,0.2109,1
user_0162,19,53.17,136.42,8.45,4.58,1.01,58,0.85,0.2119,89.36,23.04,0.2135,1
user_0162,20,41.09,166.57,15.32,6.84,2.36,85,0.63,0.389,78.2,30.36,0.3605,3
user_0162,21,41.04,166.35,15.34,6.87,2.38,84,0.62,0.3912,78.14,30.59,0.3623,3
user_0162,22,41.3,166.26,15.16,6.92,2.36,84,0.62,0.3924,78.25,30.55,0.3623,3
user_0162,23,41.3,166.23,15.24,6.9,2.37,85,0.64,0.3928,78.1,30.64,0.3618,3
user_0162,24,41.26,165.98,15.22,6.91,2.36,85,0.63,0.3888,78.21,30.52,0.3624,3
user_0162,25,41.01,166.59,15.23,6.85,2.38,85,0.62,0.39,78.14,30.59,0.3627,3
user_0162,26,40.96,166.07,15.29,6.92,2.37,85,0.63,0.3885,78.06,30.48,0.3627,3
user_0162,27,41.19,166.65,15.2,6.86,2.37,84,0.63,0.3912,78.22,30.57,0.3623,3
user_0162,28,41.16,166.25,15.3,6.8,2.36,84,0.63,0.3913,78.29,30.43,0.363,3
user_0162,29,41.06,166.51,15.28,6.88,2.36,85,0.63,0.3898,78.15,30.69,0.3605,3
user_0162,30,40.77,166.33,15.28,6.94,2.37,84,0.62,0.3913,78.15,30.56,0.3625,3
user_0162,31,41.31,166.29,15.34,6.91,2.37,85,0.63,0.3912,78.34,30.57,0.3628,3
user_0162,32,41.17,166.68,15.3,6.84,2.37,84,0.62,0.3944,78.27,30.46,0.3624,3
user_0162,33,41.2,166.3,15.27,6.88,2.38,84,0.62,0.3888,78.21,30.51,0.3639,3
user_0162,34,41.26,166.32,15.27,6.9,2.37,84,0.62,0.3933,78.3,30.45,0.3619,3
user_0162,35,41.06,166.99,15.22,6.88,2.38,85,0.63,0.3909,78.25,30.61,0.3622,3
user_0162,36,40.91,165.94,15.26,6.84,2.37,85,0.63,0.3897,78.05,30.62,0.3617,3
user_0162,37,41.29,166.35,15.1,6.92,2.37,84,0.63,0.3933,78.32,30.47,0.3601,3
user_0162,38,41.23,166.47,15.19,6.86,2.37,85,0.63,0.3926,78.03,30.53,0.3618,3
user_0162,39,41.45,166.24,15.23,6.89,2.37,84,0.62,0.3924,78.11,30.53,0.3631,3
user_0162,40,35.31,180.47,18.33,7.94,3.03,97,0.51,0.4729,73.11,33.83,0.4311,4
user_0162,41,35.65,180.46,18.37,7.93,3.01,97,0.52,0.4762,73.08,33.95,0.431,4
user_0162,42,35.57,180.28,18.41,7.93,2.98,97,0.51,0.4755,72.82,34.05,0.4326,4
user_0162,43,35.56,181.01,18.45,7.92,3.01,97,0.52,0.4757,72.65,34.05,0.4319,4
user_0162,44,35.59,180.76,18.48,7.91,2.99,97,0.52,0.4736,72.88,34.0,0.4299,4
user_0162,45,35.31,180.39,18.37,7.95,3.01,97,0.51,0.4751,72.95,33.94,0.4322,4
user_0162,46,35.44,180.37,18.47,7.9,3.0,97,0.52,0.4771,72.87,33.99,0.4307,4
user_0162,47,35.43,180.11,18.34,7.92,2.98,97,0.52,0.4762,72.9,34.04,0.4321,4
user_0162,48,35.6,180.37,18.32,7.93,3.02,97,0.52,0.4782,72.92,33.97,0.4306,4
user_0162,49,35.45,180.25,18.5,7.86,3.0,97,0.52,0.4759,72.81,33.91,0.4309,4
user_0162,50,35.61,179.85,18.39,7.92,3.01,97,0.52,0.4765,72.83,33.87,0.432,4
user_0162,51,35.53,180.44,18.49,7.92,2.99,97,0.52,0.4785,73.15,34.0,0.4314,4
user_0162,52,35.64,180.64,18.42,7.9,3.0,97,0.52,0.4733,73.02,34.15,0.432,4
user_0162,53,35.65,180.42,18.35,7.92,2.99,97,0.53,0.4739,72.97,34.18,0.4317,4
user_0162,54,35.76,180.75,18.36,7.88,3.0,97,0.52,0.4781,73.09,34.22,0.4319,4
user_0162,55,35.49,180.51,18.49,7.94,3.01,97,0.53,0.4751,73.03,33.89,0.4333,4
user_0162,56,35.54,180.32,18.41,7.9,2.99,97,0.52,0.4775,72.95,34.04,0.4307,4
user_0162,57,35.55,180.34,18.44,7.89,3.0,97,0.51,0.4768,72.97,33.72,0.4304,4
user_0162,58,35.55,180.92,18.44,7.85,2.99,97,0.51,0.4768,72.93,34.14,0.4307,4
user_0162,59,35.63,180.53,18.55,7.95,3.0,97,0.52,0.4765,72.93,34.11,0.4306,4
user_0163,0,57.11,129.35,4.07,4.24,0.3,39,1.0,0.0615,92.75,18.05,0.1003,0
user_0163,1,57.01,129.29,3.94,4.27,0.3,39,1.0,0.0618,92.77,18.05,0.0979,0
user_0163,2,57.1,129.25,4.06,4.2,0.29,40,1.0,0.0602,92.86,18.11,0.0976,0
user_0163,3,57.35,129.25,4.08,4.25,0.31,39,1.0,0.0584,92.75,18.09,0.0969,0
user_0163,4,57.24,129.24,4.07,4.26,0.27,39,0.99,0.0557,92.82,17.84,0.0976,0
user_0163,5,56.98,129.37,4.01,4.26,0.3,40,1.0,0.0598,92.84,17.93,0.0974,0
user_0163,6,57.23,129.49,3.89,4.24,0.3,39,1.0,0.0632,92.85,18.0,0.0981,0
user_0163,7,57.47,129.47,3.95,4.22,0.3,39,1.0,0.0603,92.91,17.92,0.0974,0
user_0163,8,57.17,129.79,4.0,4.24,0.29,39,1.0,0.0611,92.76,17.86,0.0985,0
user_0163,9,56.98,129.28,4.02,4.24,0.29,40,1.01,0.0603,92.75,17.89,0.099,0
user_0163,10,56.98,129.48,3.9,4.21,0.3,39,1.01,0.0603,92.8,17.87,0.0994,0
user_0163,11,57.06,129.22,3.98,4.24,0.3,40,0.99,0.0614,92.86,18.11,0.0992,0
user_0163,12,57.09,129.29,3.98,4.2,0.31,39,1.0,0.0578,92.78,17.78,0.0977,0
user_0163,13,56.96,129.13,4.01,4.2,0.29,40,1.0,0.0571,92.93,17.89,0.0978,0
user_0163,14,47.52,153.59,9.4,6.03,1.37,61,0.81,0.2032,83.59,23.85,0.2185,1
user_0163,15,47.36,153.16,9.33,6.06,1.37,61,0.82,0.2073,83.75,23.95,0.219,1
user_0163,16,47.47,153.36,9.45,6.05,1.39,61,0.81,0.2054,83.85,24.05,0.2164,1
user_0163,17,47.61,153.14,9.36,6.06,1.37,61,0.82,0.2047,83.86,23.97,0.2171,1
user_0163,18,47.62,153.28,9.47,6.06,1.38,61,0.82,0.2014,83.74,23.69,0.2173,1
user_0163,19,47.69,153.41,9.35,6.07,1.37,61,0.81,0.2044,83.79,23.99,0.2158,1
user_0163,20,47.39,153.48,9.44,6.05,1.38,61,0.82,0.205,83.95,23.84,0.2177,2
user_0163,21,47.55,153.08,9.44,6.01,1.38,60,0.82,0.2033,84.02,23.97,0.2166,2
user_0163,22,47.64,153.26,9.42,6.02,1.39,61,0.82,0.2049,83.94,24.24,0.2187,2
user_0163,23,47.53,152.99,9.32,6.04,1.39,61,0.82,0.2021,83.79,23.96,0.2175,2
user_0163,24,47.43,153.54,9.5,6.03,1.37,61,0.82,0.2049,83.86,24.11,0.2174,2
user_0163,25,47.38,153.25,9.39,6.04,1.37,61,0.82,0.2056,83.84,23.82,0.2177,2
user_0163,26,47.63,153.66,9.45,6.06,1.38,61,0.81,0.2042,83.96,24.01,0.2188,2
user_0163,27,47.53,153.16,9.43,6.02,1.38,61,0.81,0.2054,83.8,24.03,0.2172,2
user_0163,28,47.54,153.26,9.36,6.04,1.38,61,0.83,0.2029,83.82,23.77,0.2164,2
user_0163,29,47.35,152.72,9.28,6.03,1.37,61,0.82,0.2085,83.93,24.0,0.2189,2
user_0163,30,47.47,152.9,9.34,6.08,1.37,61,0.82,0.2048,83.83,24.02,0.2189,2
user_0163,31,47.6,153.19,9.49,6.08,1.37,62,0.82,0.2053,83.9,24.06,0.2181,2
user_0163,32,47.42,153.31,9.48,6.02,1.39,61,0.82,0.2085,83.93,23.87,0.2185,2
user_0163,33,47.73,153.38,9.37,6.01,1.38,61,0.81,0.2064,83.59,24.1,0.2184,2
user_0163,34,47.66,152.91,9.48,6.1,1.37,61,0.81,0.2032,83.86,23.87,0.2165,2
user_0163,35,47.43,153.39,9.29,6.04,1.36,61,0.83,0.2047,84.01,24.0,0.2179,2
user_0163,36,52.97,139.42,6.2,4.96,0.75,48,0.93,0.1232,89.11,20.48,0.1481,1
user_0163,37,53.18,139.28,6.13,5.02,0.76,48,0.91,0.1244,89.07,20.36,0.1447,1
user_0163,38,53.02,139.39,6.39,4.98,0.73,49,0.93,0.1193,89.11,20.52,0.1484,1
user_0163,39,53.18,139.31,6.25,5.04,0.75,49,0.93,0.1209,89.29,20.42,0.1484,1
user_0163,40,52.9,139.26,6.11,4.96,0.74,49,0.92,0.1214,89.29,20.48,0.1493,1
user_0163,41,53.09,138.99,6.33,5.0,0.74,48,0.93,0.1187,88.92,20.62,0.1485,1
user_0163,42,53.2,139.18,6.3,4.97,0.75,49,0.92,0.121,89.01,20.45,0.1474,1
user_0163,43,53.26,139.76,6.28,4.94,0.73,49,0.92,0.1215,89.18,20.5,0.1479,1
user_0163,44,53.12,138.92,6.23,5.04,0.74,48,0.92,0.1232,89.05,20.45,0.1466,1
user_0163,45,53.02,139.18,6.29,4.95,0.75,48,0.93,0.1181,89.11,20.41,0.1477,1
user_0163,46,53.33,139.4,6.3,4.99,0.74,48,0.92,0.1194,89.07,20.42,0.1473,1
user_0163,47,52.95,139.3,6.14,5.0,0.75,49,0.93,0.1187,89.14,20.53,0.147,1
user_0163,48,52.96,139.31,6.3,4.99,0.74,48,0.92,0.1214,89.16,20.51,0.1481,1
user_0163,49,53.49,139.72,6.28,4.97,0.75,48,0.93,0.1216,89.19,20.52,0.1482,1
user_0163,50,53.26,138.92,6.29,4.96,0.75,48,0.93,0.1205,89.13,20.57,0.1473,1
user_0163,51,53.06,139.23,6.2,4.98,0.75,49,0.92,0.1214,88.99,20.47,0.1465,1
user_0163,52,53.1,139.25,6.36,5.02,0.74,49,0.92,0.1194,88.99,20.56,0.1469,1
user_0163,53,52.98,139.13,6.21,4.96,0.75,49,0.92,0.1202,89.12,20.48,0.1482,1
user_0163,54,53.15,139.73,6.18,5.03,0.75,48,0.92,0.1195,89.15,20.39,0.1475,1
user_0163,55,53.37,139.31,6.28,4.96,0.75,48,0.91,0.121,89.15,20.64,0.1458,1
user_0163,56,53.22,139.19,6.3,4.95,0.75,48,0.93,0.1195,89.12,20.54,0.1467,1
user_0163,57,53.2,139.54,6.13,4.98,0.74,48,0.92,0.1209,89.06,20.66,0.1476,1
user_0163,58,53.11,139.3,6.14,4.95,0.76,49,0.93,0.1197,89.06,20.44,0.1455,1
user_0163,59,53.05,139.22,6.24,4.97,0.75,49,0.92,0.1195,88.76,20.62,0.147,1
user_0164,0,60.9,109.86,3.91,4.11,0.35,40,1.0,0.0868,94.98,18.0,0.0642,0
user_0164,1,60.64,109.98,3.95,4.06,0.36,40,0.99,0.0846,94.93,18.11,0.0685,0
user_0164,2,61.09,109.93,4.08,4.08,0.34,39,1.0,0.0883,94.83,18.0,0.0675,0
user_0164,3,60.78,109.79,4.09,4.15,0.34,39,1.01,0.0868,94.83,18.06,0.0666,0
user_0164,4,60.6,109.68,4.06,4.05,0.36,40,0.99,0.0863,94.95,18.03,0.0672,0
user_0164,5,60.77,109.94,3.97,4.05,0.35,40,1.0,0.089,94.75,18.12,0.0679,0
user_0164,6,60.78,110.28,4.0,4.08,0.34,40,1.0,0.0832,95.03,18.03,0.0679,0
user_0164,7,60.8,109.37,4.03,4.08,0.35,39,1.0,0.0862,94.93,18.01,0.0666,0
user_0164,8,60.74,109.36,3.93,4.06,0.34,39,1.0,0.0857,94.97,18.08,0.065,0
user_0164,9,61.09,109.72,3.89,4.09,0.35,39,1.0,0.0857,95.01,17.95,0.0662,0
user_0164,10,60.86,109.7,3.97,4.1,0.36,39,1.01,0.0891,94.97,18.07,0.0676,0
user_0164,11,60.77,110.11,3.98,4.06,0.34,39,1.0,0.086,94.88,18.2,0.0664,0
user_0164,12,60.82,109.35,3.94,4.04,0.36,40,1.0,0.0883,94.97,18.14,0.067,0
user_0164,13,61.09,109.36,4.02,4.08,0.34,40,1.0,0.0847,95.07,18.0,0.066,0
user_0164,14,51.12,133.39,9.54,5.84,1.43,61,0.82,0.2285,86.08,23.85,0.1864,1
user_0164,15,51.14,134.03,9.37,5.87,1.45,61,0.82,0.2322,85.88,24.21,0.1856,1
user_0164,16,50.8,133.71,9.45,5.87,1.43,61,0.81,0.2299,85.96,24.0,0.1877,1
user_0164,17,51.18,134.2,9.39,5.89,1.43,61,0.82,0.2302,86.0,24.03,0.1864,1
user_0164,18,51.16,133.97,9.39,5.82,1.43,61,0.83,0.2296,85.94,23.92,0.1866,1
user_0164,19,51.35,133.98,9.49,5.86,1.44,61,0.82,0.229,85.85,23.89,0.1876,1
user_0164,20,51.39,133.3,9.34,5.86,1.4,61,0.82,0.228,85.92,23.81,0.1862,2
user_0164,21,51.36,133.57,9.44,5.89,1.46,61,0.82,0.23,85.79,23.87,0.1866,2
user_0164,22,51.22,133.93,9.44,5.83,1.43,61,0.82,0.2305,85.83,23.93,0.1859,2
user_0164,23,50.84,134.21,9.43,5.84,1.44,61,0.82,0.2297,85.83,24.16,0.1871,2
user_0164,24,51.25,133.54,9.35,5.87,1.45,61,0.82,0.2309,86.01,24.17,0.1877,2
user_0164,25,51.32,133.85,9.38,5.86,1.45,61,0.82,0.2309,85.94,23.98,0.1859,2
user_0164,26,51.36,134.04,9.26,5.88,1.44,61,0.81,0.2298,86.01,24.05,0.1869,2
user_0164,27,51.53,134.22,9.35,5.88,1.43,61,0.83,0.2303,85.93,23.8,0.1868,2
user_0164,28,51.16,133.86,9.36,5.84,1.45,61,0.81,0.2309,86.17,24.02,0.1861,2
user_0164,29,51.1,133.9,9.45,5.85,1.41,61,0.83,0.2297,85.89,23.84,0.187,2
user_0164,30,51.1,133.77,9.35,5.83,1.43,62,0.83,0.231,85.84,23.97,0.1877,2
user_0164,31,51.19,133.71,9.37,5.87,1.46,61,0.82,0.231,86.02,24.25,0.1878,2
user_0164,32,51.05,133.96,9.48,5.86,1.42,61,0.82,0.231,85.74,24.04,0.1879,2
user_0164,33,51.29,133.64,9.43,5.89,1.43,61,0.82,0.2312,85.83,24.12,0.1872,2
user_0164,34,51.31,133.7,9.44,5.88,1.44,61,0.82,0.2296,85.89,24.05,0.1869,2
user_0164,35,51.31,133.89,9.41,5.9,1.43,61,0.83,0.23,86.03,24.05,0.1853,2
user_0164,36,56.83,119.96,6.32,4.89,0.81,49,0.92,0.1478,91.27,20.46,0.1167,1
user_0164,37,56.98,119.97,6.16,4.77,0.81,48,0.93,0.1487,91.24,20.53,0.117,1
user_0164,38,56.88,119.9,6.33,4.8,0.8,49,0.92,0.1462,91.06,20.56,0.1159,1
user_0164,39,56.75,119.66,6.27,4.85,0.8,48,0.92,0.1479,91.32,20.39,0.1161,1
user_0164,40,56.87,119.55,6.26,4.79,0.8,49,0.93,0.1447,91.23,20.64,0.1173,1
user_0164,41,56.84,119.75,6.14,4.78,0.81,48,0.93,0.1443,91.24,20.43,0.1169,1
user_0164,42,56.77,120.1,6.3,4.78,0.79,49,0.93,0.147,91.1,20.47,0.1177,1
user_0164,43,56.84,119.75,6.11,4.82,0.8,48,0.92,0.1469,91.32,20.3,0.1171,1
user_0164,44,56.83,120.18,6.39,4.82,0.81,49,0.91,0.1469,91.34,20.34,0.1181,1
user_0164,45,56.82,119.63,6.14,4.84,0.82,49,0.93,0.1454,91.07,20.52,0.1178,1
user_0164,46,56.78,119.65,6.28,4.79,0.8,49,0.93,0.1493,91.22,20.32,0.1177,1
user_0164,47,56.81,119.97,6.2,4.83,0.82,48,0.93,0.1453,91.3,20.5,0.1158,1
user_0164,48,56.92,119.69,6.17,4.8,0.79,48,0.92,0.1448,91.29,20.61,0.1179,1
user_0164,49,56.8,119.54,6.17,4.83,0.83,49,0.93,0.1473,91.13,20.58,0.116,1
user_0164,50,56.46,119.6,6.24,4.78,0.81,48,0.93,0.1477,91.15,20.54,0.1175,1
user_0164,51,56.77,120.23,6.15,4.81,0.8,49,0.92,0.1492,91.09,20.6,0.1165,1
user_0164,52,56.61,120.1,6.23,4.8,0.8,48,0.92,0.1466,91.19,20.61,0.1172,1
user_0164,53,56.36,119.96,6.17,4.82,0.81,49,0.93,0.1458,91.31,20.45,0.1159,1
user_0164,54,56.94,119.91,6.24,4.84,0.8,49,0.93,0.1471,91.1,20.46,0.1186,1
user_0164,55,56.7,119.78,6.18,4.77,0.8,48,0.93,0.144,91.15,20.42,0.117,1
user_0164,56,56.46,120.1,6.26,4.84,0.8,49,0.92,0.1453,91.03,20.42,0.1156,1
user_0164,57,57.03,119.42,6.2,4.82,0.82,49,0.93,0.1486,91.16,20.41,0.1176,1
user_0164,58,56.68,119.82,6.21,4.82,0.79,49,0.92,0.1447,91.28,20.49,0.1174,1
user_0164,59,56.93,119.64,6.3,4.8,0.8,49,0.92,0.1495,91.35,20.65,0.1171,1
user_0165,0,57.24,114.78,3.86,4.27,0.34,40,1.0,0.0867,97.83,17.98,0.1099,0
user_0165,1,57.2,115.28,3.93,4.28,0.34,39,1.0,0.0893,98.04,18.0,0.1089,0
user_0165,2,57.13,115.07,4.01,4.26,0.34,39,1.0,0.0889,97.72,18.0,0.1098,0
user_0165,3,57.1,115.59,3.92,4.3,0.35,40,0.99,0.089,97.9,17.78,0.1099,0
user_0165,4,57.28,115.31,3.94,4.33,0.34,40,1.0,0.0886,98.09,17.98,0.1106,0
user_0165,5,57.25,115.1,3.95,4.28,0.35,40,1.0,0.087,97.9,17.92,0.1113,0
user_0165,6,57.39,114.74,4.07,4.31,0.34,40,0.99,0.0882,98.11,18.07,0.1119,0
user_0165,7,57.16,114.89,3.95,4.28,0.36,39,1.0,0.0861,97.91,18.02,0.1078,0
user_0165,8,57.23,114.9,4.02,4.31,0.33,40,1.0,0.0893,97.94,18.1,0.1103,0
user_0165,9,57.49,115.25,4.01,4.31,0.36,40,1.01,0.0878,98.0,17.97,0.1091,0
user_0165,10,57.35,114.51,4.03,4.32,0.35,40,0.99,0.0904,97.93,18.06,0.1096,0
user_0165,11,57.23,115.32,4.09,4.28,0.34,39,1.01,0.0847,97.83,17.77,0.1097,0
user_0165,12,57.24,115.22,4.08,4.27,0.34,39,1.0,0.0873,97.93,18.0,0.1093,0
user_0165,13,57.23,115.45,4.09,4.29,0.34,39,1.0,0.0897,97.97,17.81,0.1087,0
user_0165,14,57.1,114.38,3.94,4.23,0.34,39,1.0,0.0884,98.23,17.96,0.1095,0
user_0165,15,57.42,115.19,4.0,4.31,0.35,39,1.0,0.0886,97.71,17.92,0.1105,0
user_0165,16,57.4,115.03,3.92,4.28,0.34,39,0.99,0.0872,97.81,17.93,0.11,0
user_0165,17,57.16,115.6,3.99,4.3,0.34,39,1.0,0.0876,97.9,18.0,0.1094,0
user_0165,18,57.27,115.36,4.06,4.29,0.34,39,1.01,0.0852,97.93,17.91,0.1106,0
user_0165,19,57.52,115.04,4.12,4.27,0.33,39,1.01,0.0897,97.93,18.06,0.1095,0
user_0165,20,57.42,115.0,4.07,4.3,0.34,39,1.0,0.0897,97.99,18.09,0.11,0
user_0165,21,57.14,115.1,4.12,4.29,0.33,40,1.0,0.0899,97.86,17.93,0.1115,0
user_0165,22,57.22,114.46,3.88,4.3,0.33,39,1.01,0.0882,98.07,18.02,0.1096,0
user_0165,23,57.01,115.01,3.97,4.25,0.35,39,1.0,0.0871,97.88,17.85,0.1094,0
user_0165,24,57.22,115.15,3.97,4.28,0.34,40,1.01,0.0895,97.87,18.01,0.1116,0
user_0165,25,57.18,115.46,4.02,4.25,0.36,40,1.0,0.0885,98.0,17.95,0.1108,0
user_0165,26,57.2,114.85,3.94,4.24,0.34,39,1.0,0.0857,97.81,18.2,0.1101,0
user_0165,27,57.21,114.97,4.03,4.28,0.34,40,1.0,0.0846,97.97,18.04,0.1098,0
user_0165,28,57.03,115.04,3.99,4.29,0.35,40,1.0,0.0884,97.96,18.09,0.1108,0
user_0165,29,57.36,115.08,4.09,4.3,0.33,40,1.0,0.0886,98.0,17.99,0.109,0
user_0165,30,57.34,115.19,3.9,4.3,0.34,39,1.0,0.0866,97.8,18.02,0.1093,0
user_0165,31,57.29,115.49,4.09,4.27,0.34,39,1.0,0.0895,98.08,18.19,0.1092,0
user_0165,32,57.24,114.83,4.0,4.31,0.34,39,1.0,0.0858,97.88,18.04,0.1114,0
user_0165,33,57.26,115.56,4.11,4.3,0.34,39,0.99,0.0875,97.77,17.91,0.1104,0
user_0165,34,57.26,115.54,3.89,4.33,0.34,40,1.01,0.0889,97.68,18.21,0.1095,0
user_0165,35,57.18,115.35,3.93,4.29,0.32,39,1.0,0.0866,97.87,18.1,0.11,0
user_0165,36,57.15,115.26,3.93,4.24,0.32,39,1.0,0.0874,98.0,17.79,0.1106,0
user_0165,37,57.14,115.14,4.06,4.32,0.33,40,1.0,0.0876,98.02,17.95,0.1089,0
user_0165,38,57.42,115.07,4.13,4.32,0.33,40,1.0,0.0886,98.0,17.9,0.1097,0
user_0165,39,57.44,115.2,3.9,4.31,0.33,40,1.01,0.0864,98.08,18.1,0.1118,0
user_0165,40,57.08,114.8,3.95,4.25,0.37,40,1.0,0.0904,97.91,18.05,0.1085,0
user_0165,41,57.21,115.56,4.1,4.29,0.34,40,1.0,0.0851,98.13,17.84,0.1089,0
user_0165,42,56.96,115.3,4.15,4.25,0.33,39,1.0,0.0877,97.95,18.09,0.11,0
user_0165,43,57.04,115.45,4.11,4.27,0.35,40,1.0,0.0872,98.12,17.99,0.1112,0
user_0165,44,57.63,115.34,3.89,4.26,0.33,40,0.99,0.0879,97.9,17.78,0.11,0
user_0165,45,57.04,114.9,4.06,4.28,0.35,40,1.01,0.0898,97.93,17.97,0.109,0
user_0165,46,57.31,115.15,3.92,4.28,0.35,39,1.0,0.0884,98.02,18.06,0.1097,0
user_0165,47,56.92,114.97,3.96,4.32,0.33,40,1.0,0.0891,97.9,17.9,0.1117,0
user_0165,48,57.11,114.89,3.9,4.25,0.34,40,1.0,0.0887,98.05,17.76,0.1102,0
user_0165,49,57.32,114.79,4.05,4.27,0.34,40,1.01,0.0888,98.01,17.91,0.1095,0
user_0165,50,57.27,114.87,3.94,4.27,0.36,40,1.0,0.0862,97.97,17.99,0.1118,0
user_0165,51,57.49,114.89,4.05,4.27,0.33,40,1.0,0.092,97.94,17.91,0.1093,0
user_0165,52,57.27,114.84,3.97,4.25,0.33,39,1.0,0.0874,97.94,17.94,0.1085,0
user_0165,53,57.15,115.5,3.9,4.27,0.33,40,1.0,0.0881,98.08,17.99,0.1094,0
user_0165,54,57.46,115.03,4.04,4.27,0.34,40,1.01,0.0873,98.08,18.07,0.1098,0
user_0165,55,57.11,114.72,3.98,4.27,0.34,39,1.0,0.0875,97.98,17.85,0.11,0
user_0165,56,57.39,115.06,3.87,4.27,0.35,39,0.99,0.0878,97.83,17.83,0.1099,0
user_0165,57,57.49,114.98,3.88,4.22,0.34,40,1.0,0.0893,98.05,17.89,0.1111,0
user_0165,58,57.27,115.03,3.91,4.26,0.33,40,1.0,0.088,97.75,17.88,0.1093,0
user_0165,59,57.55,115.05,3.97,4.25,0.33,39,1.01,0.0844,97.79,18.02,0.1108,0
user_0166,0,51.77,126.33,4.0,3.92,0.17,40,1.0,0.0721,94.44,18.06,0.1349,0
user_0166,1,52.1,126.58,4.1,3.9,0.21,40,1.01,0.0725,94.44,18.04,0.1347,0
user_0166,2,52.22,126.24,4.08,3.89,0.18,40,0.99,0.0734,94.57,17.93,0.1338,0
user_0166,3,51.96,126.54,4.02,3.88,0.19,40,0.99,0.077,94.36,17.97,0.1362,0
user_0166,4,52.09,126.38,3.88,3.84,0.17,40,1.0,0.0743,94.48,18.06,0.1367,0
user_0166,5,51.72,126.76,4.0,3.91,0.17,39,1.0,0.0741,94.49,17.83,0.1355,0
user_0166,6,51.85,126.53,3.97,3.87,0.18,39,0.99,0.0758,94.58,18.12,0.1367,0
user_0166,7,51.84,125.92,4.06,3.88,0.2,39,0.99,0.0768,94.44,17.97,0.136,0
user_0166,8,52.1,126.53,3.95,3.89,0.18,40,1.01,0.0748,94.54,18.09,0.1347,0
user_0166,9,52.05,126.22,3.93,3.89,0.18,40,1.0,0.075,94.48,18.03,0.1354,0
user_0166,10,52.19,126.2,3.92,3.87,0.17,39,1.0,0.0747,94.43,18.02,0.1366,0
user_0166,11,51.94,126.85,4.09,3.89,0.2,39,0.99,0.0758,94.38,18.06,0.1341,0
user_0166,12,52.21,125.99,3.91,3.88,0.19,39,1.01,0.0755,94.56,17.97,0.136,0
user_0166,13,52.15,126.05,4.01,3.82,0.17,39,1.0,0.0765,94.26,18.14,0.136,0
user_0166,14,52.23,126.23,3.99,3.87,0.2,40,1.0,0.0733,94.37,17.89,0.1366,0
user_0166,15,52.35,126.21,4.05,3.91,0.17,39,1.0,0.0736,94.5,17.9,0.1362,0
user_0166,16,51.94,126.64,4.05,3.85,0.17,40,0.99,0.0731,94.29,17.9,0.1362,0
user_0166,17,52.39,126.26,3.97,3.88,0.17,40,1.0,0.0746,94.49,18.13,0.1347,0
user_0166,18,52.09,126.44,3.94,3.85,0.17,39,1.0,0.0741,94.45,18.16,0.1362,0
user_0166,19,52.21,126.68,4.1,3.87,0.2,40,0.99,0.0707,94.3,17.96,0.1343,0
user_0166,20,52.45,126.41,3.99,3.84,0.18,39,1.0,0.0718,94.55,18.03,0.1347,0
user_0166,21,52.17,126.43,4.08,3.88,0.19,40,0.99,0.0749,94.42,17.96,0.1365,0
user_0166,22,52.32,126.16,3.82,3.86,0.19,40,1.0,0.0727,94.47,17.96,0.1374,0
